#Tail	Head	PosReg	NegReg	ID
None	pid_110026	pid_109895;pid_910	None	pid_110025
pid_60286	pid_60389	pid_60420	None	pid_60416
None	pid_15964	pid_166717	None	pid_166844
None	pid_87951	pid_118386	None	pid_0118753
None	pid_10409	pid_49416	None	pid_0171834
pid_53592;pid_53598	pid_53601	None	None	pid_53591
pid_80806	pid_154152	pid_172707	None	pid_172703
pid_9635	pid_35720	pid_61895	None	pid_61891
pid_5646	pid_56070	pid_61903	None	pid_61899
pid_9133	pid_110282	pid_110286	pid_110258	pid_110281
pid_122195;pid_135038	pid_135040	pid_16000	pid_73163	pid_135037
pid_98113	pid_97781	pid_58197;pid_65702;pid_58292	None	pid_98112
None	pid_98394	pid_163361	None	pid_163656
None	pid_53620	pid_24952	None	pid_053745
pid_78842	pid_78846	pid_78853	None	pid_78841
pid_135930;pid_40058	pid_136043	None	None	pid_136042
None	pid_8119	pid_146214	None	pid_146212
None	pid_52733	None	pid_31677	pid_0134241
None	pid_164869	pid_164843	None	pid_0164871
pid_22287;pid_22832;pid_23105;pid_23106;pid_23107	pid_22484	None	None	pid_23104
pid_106903;pid_58015	pid_107513	None	None	pid_167793
pid_3114;pid_36456	pid_3119;pid_36219	pid_35739;pid_36382	None	pid_36455
pid_9480	pid_9483	pid_9116	None	pid_9479
pid_144996	pid_144987	pid_910;pid_18180	None	pid_145002
pid_142056	pid_142058	pid_141984;pid_84221	None	pid_142055
pid_37787;pid_37960	pid_37819;pid_37962	pid_37969	None	pid_45914
None	pid_34750	pid_143170	None	pid_0143169
pid_154569;pid_154585	pid_154586	None	None	pid_154584
None	pid_140411	pid_140265	None	pid_140744
None	pid_16880	pid_108916	None	pid_0109082
None	pid_53525	pid_4936	None	pid_053527
None	pid_16481	pid_917;pid_140277	None	pid_140749
pid_24894	pid_135778	pid_135951	None	pid_135966
None	pid_135951	pid_135964	None	pid_135962
None	pid_96191	pid_96152	None	pid_096193
pid_9145	pid_47514	pid_47471	None	pid_47519
pid_167503	pid_167516	pid_167484;pid_28940	None	pid_167502
None	pid_5603	pid_28383	None	pid_0170430
pid_49397;pid_49609	pid_49790	None	None	pid_49789
pid_9696	pid_9172	pid_9116	None	pid_9695
pid_12868;pid_9743	pid_12912	None	pid_12923	pid_12911
None	pid_15760	pid_97825	None	pid_097824
None	pid_29325	pid_49410	None	pid_49784
None	pid_131128	pid_34583	None	pid_0131130
pid_85972;pid_85977	pid_85983	None	None	pid_85971
pid_71362	pid_71578	pid_71582	None	pid_71577
pid_25011;pid_3114	pid_24893;pid_3119	pid_14271;pid_106546	None	pid_106539
pid_3464	pid_11799;pid_9379	pid_3283	None	pid_161433
None	pid_70229	pid_4936	None	pid_096444
None	pid_38691	pid_94814	None	pid_94812
None	pid_93897	pid_94471	None	pid_94670
pid_152114;pid_152188	pid_152131	None	None	pid_152187
pid_40432;pid_47535	pid_160276	None	None	pid_160309
pid_160651	pid_160656	pid_26752;pid_12297	None	pid_160650
pid_93946;pid_94675	pid_93884;pid_94491;pid_94683	None	None	pid_94674
pid_152147;pid_39506	pid_114900	None	None	pid_152182
None	pid_169406	pid_169423	None	pid_169421
None	pid_24642	pid_108811	None	pid_0108935
None	pid_14019	pid_70217	None	pid_070216
pid_20049	pid_20314	pid_20090	None	pid_20607
pid_30653	pid_22522;pid_22987	pid_30667;pid_4936	None	pid_30652
None	pid_73681	pid_80682	None	pid_81121
pid_35509;pid_60115	pid_99539	None	None	pid_99538
pid_9316	pid_9317	pid_3464	None	pid_161659
pid_93823;pid_94533	pid_94538	None	None	pid_94532
pid_97838	pid_97704;pid_97840	pid_77648	None	pid_98217
None	pid_84579	pid_165937;pid_84583;pid_165881	None	pid_165933
pid_93840	pid_93958;pid_94087	None	None	pid_94245
pid_7777;pid_79634	pid_79679	None	None	pid_79678
pid_65628;pid_65954	pid_65760	None	None	pid_65953
pid_110973	pid_112217	pid_134333	None	pid_134562
pid_80186	pid_79949	pid_26656;pid_80196;pid_12411	None	pid_80185
pid_20833;pid_20909	pid_20915	None	None	pid_20908
pid_134352	pid_134494	None	None	pid_134566
pid_144846;pid_45194;pid_7777	pid_144848	None	None	pid_144845
None	pid_55803	pid_55621	None	pid_055805
pid_58315	pid_58166	pid_58624	pid_58784	pid_58779
pid_12098	pid_26834	pid_134333	None	pid_134569
pid_135563	pid_135564	pid_5292;pid_9802	None	pid_135562
None	pid_16596	pid_15955	None	pid_16595
None	pid_82967	pid_48161	None	pid_82966
pid_9465	pid_21677	pid_8732	None	pid_21860
pid_159409;pid_3114	pid_159075;pid_3119	pid_26325	None	pid_159408
None	pid_7982	pid_7393;pid_7560	None	pid_8127
pid_39575	pid_158805	pid_158810	None	pid_158804
pid_98804;pid_98812	pid_98817;pid_98823	None	None	pid_98803
pid_36809	pid_49704	pid_171444	pid_171456	pid_171634
pid_172972	pid_173285	pid_172974	None	pid_173284
None	pid_9270	pid_36212	None	pid_044619
pid_36799	pid_52364	pid_80178	None	pid_80235
pid_158759	pid_113918;pid_4877	pid_158563	None	pid_158758
pid_34518	pid_80877	pid_80988;pid_80718	None	pid_80983
None	pid_42693	pid_32925	None	pid_42692
pid_60265;pid_96435	pid_125298	None	None	pid_125297
None	pid_104758	None	pid_9525	pid_0104760
pid_107113;pid_40410	pid_107116	None	None	pid_107112
pid_34684;pid_34688	pid_34689	pid_34698	None	pid_34683
None	pid_52602	pid_52312	None	pid_52749
pid_29282	pid_29285	pid_28965	None	pid_29281
None	pid_16880	pid_158798	None	pid_0158797
pid_16199	pid_16158	pid_7834	pid_16174	pid_16442
pid_15955;pid_16117;pid_7555	pid_16120;pid_16123	None	None	pid_16116
pid_18300	pid_18610	pid_18614	None	pid_18609
pid_174077;pid_174394	pid_174089;pid_174359	None	None	pid_174393
pid_24769;pid_62319	pid_62300	None	None	pid_62318
pid_164;pid_185;pid_453;pid_454	pid_164;pid_185;pid_461;pid_466	None	None	pid_452
None	pid_83064	pid_38691	pid_18498	pid_162226
pid_107377;pid_60205	pid_107381	None	None	pid_107376
pid_4780;pid_5032	pid_5042	None	None	pid_5031
None	pid_83190	pid_48161	None	pid_83189
pid_88615	pid_88795	pid_88676	None	pid_88927
None	pid_5603	pid_142024	None	pid_0142023
None	pid_24885	pid_48161	None	pid_83183
pid_31637	pid_3125;pid_31631	pid_31685	None	pid_32177
pid_4928	pid_4936	pid_4952	None	pid_4927
pid_21176;pid_50540	pid_88409	pid_51027	None	pid_88408
pid_123746;pid_123778	pid_123846	None	None	pid_123845
None	pid_82961	pid_48161	None	pid_82960
pid_38553;pid_39018	pid_39021	None	None	pid_39017
pid_4928	pid_39547	pid_39534	None	pid_39546
pid_126506	pid_126509	pid_126515;pid_42088	None	pid_126505
None	pid_10424	None	pid_13890	pid_014118
pid_98324;pid_98949	pid_98902	None	None	pid_98948
pid_108906;pid_108949	pid_108866	None	None	pid_108948
None	pid_75189	None	pid_140262	pid_0140443
pid_47747	pid_47882	pid_26240;pid_47514	None	pid_137144
pid_8546	pid_104814	pid_104751	None	pid_104872
pid_42113	pid_21754;pid_58875	pid_42127;pid_58651	None	pid_58874
pid_146022	pid_146025	pid_145201	None	pid_146021
None	pid_28943	pid_58960	None	pid_059056
None	pid_35272	pid_58729	None	pid_059058
None	pid_5603	pid_142024	None	pid_0142689
pid_59577;pid_59654;pid_59659	pid_59662	None	None	pid_59653
pid_132367;pid_154	pid_132404	None	pid_330	pid_132437
pid_145633;pid_145634	pid_145637	None	None	pid_145632
pid_27865	pid_27867	pid_27872	None	pid_27864
pid_86642;pid_90978	pid_103472	pid_84221	None	pid_103471
pid_27974;pid_3114	pid_28446;pid_3119	pid_119240	None	pid_119234
None	pid_24365	pid_24285	pid_24370	pid_24364
None	pid_73536	pid_73540;pid_917;pid_72906	None	pid_73535
pid_102646	pid_148288	pid_148292;pid_148297	None	pid_148287
pid_3114;pid_9157	pid_3119;pid_9163	pid_159943	None	pid_159984
pid_96289;pid_96324	pid_110815	None	pid_26307	pid_154466
pid_29125	pid_58238	pid_9793	None	pid_58309
None	pid_122465	pid_122076;pid_114651	None	pid_122464
None	pid_89204	pid_89447	None	pid_89445
pid_30851;pid_9802	pid_30852;pid_30856	None	None	pid_30850
pid_92330	pid_92280	pid_92245	None	pid_92329
pid_94443	pid_94319	pid_93988	None	pid_94442
pid_5292	pid_9379	pid_9866	None	pid_9862
pid_11689;pid_77733	pid_77732	None	None	pid_77745
pid_125858	pid_18772	pid_18248	None	pid_125857
pid_22522	pid_74307	pid_49519	None	pid_125851
pid_40199	pid_40202	pid_40035	None	pid_40198
pid_22426;pid_22431	pid_22434;pid_22438	pid_22447	pid_22478	pid_22425
None	pid_44791	None	pid_145035	pid_0145034
None	pid_9822	pid_165229	None	pid_0165228
None	pid_86088	pid_165098	None	pid_0165227
None	pid_9822	pid_165225	None	pid_0165224
None	pid_131020	pid_87980	None	pid_131019
pid_26656;pid_3349	pid_156537	None	None	pid_156536
None	pid_40043	pid_6628	None	pid_40196
pid_22119	pid_35171	pid_34579	None	pid_35315
pid_22076;pid_53720;pid_53723	pid_29023;pid_45816;pid_53726	pid_53629	None	pid_71756
None	pid_84295	pid_91973	None	pid_092338
None	pid_140631	pid_141446	None	pid_141792
pid_71252	pid_71260	None	None	pid_71327
pid_26453;pid_26581	pid_26439	None	None	pid_27131
pid_24894	pid_39616	pid_92880;pid_8546	None	pid_93145
pid_29189;pid_29232	pid_9559;pid_9562	pid_50625	None	pid_50903
pid_142270	pid_142271	pid_6662	None	pid_142269
pid_40035	pid_40230	pid_22050	None	pid_40229
None	pid_89055	pid_89059	None	pid_89054
pid_3114;pid_47482	pid_3119;pid_5653	pid_60657	None	pid_60750
pid_110258;pid_110613	pid_110614	None	None	pid_110612
pid_60433	pid_60567	pid_26325	None	pid_60757
pid_71252;pid_9657	pid_71961	None	pid_71916	pid_71960
pid_12552	pid_12191	pid_86637	None	pid_91082
pid_3464	pid_12411	pid_55855	None	pid_168655
pid_107113;pid_60205	pid_107962	None	None	pid_107961
None	pid_49609	pid_168574	None	pid_168659
None	pid_16602	pid_89059	None	pid_89166
pid_21915	pid_70067	pid_70044	None	pid_70211
pid_105790;pid_105982	pid_105994	None	None	pid_105981
pid_90368	pid_90082	pid_89906	None	pid_90367
pid_42759	pid_32925	None	None	pid_95797
pid_39146	pid_90033	pid_12191	None	pid_90360
None	pid_16336	pid_163842	None	pid_163840
pid_15955;pid_16614	pid_16617	None	None	pid_16613
None	pid_113550	None	pid_163361	pid_163515
pid_118516	pid_118334	pid_118405	None	pid_118515
pid_21993	pid_21767	pid_21777	None	pid_21992
None	pid_16590	pid_140311	None	pid_140682
pid_21677	pid_21999	pid_21554	None	pid_21998
pid_168433;pid_9104	pid_168442	None	None	pid_168432
pid_115696;pid_115702;pid_115839	pid_115777	None	None	pid_115838
None	pid_16111	pid_15955	None	pid_16110
pid_8521;pid_8626	pid_8518	None	None	pid_8681
pid_20566;pid_36382	pid_36086	None	None	pid_36669
pid_3114;pid_9157	pid_3119;pid_31819	pid_31658	None	pid_31818
pid_167170	pid_26656	pid_167176	None	pid_167169
pid_36662	pid_36664	pid_36382	None	pid_36661
pid_9802	pid_11799;pid_9379	pid_160667	None	pid_160793
pid_4986	pid_8633	pid_14189	None	pid_36841
pid_64117;pid_64120;pid_64128	pid_64131	None	None	pid_64127
pid_7761;pid_95424	pid_95427	pid_95048	None	pid_95423
pid_21797	pid_145633	pid_14047	None	pid_145837
pid_89946	pid_90141	None	None	pid_90140
pid_90145;pid_90148	pid_90149	None	None	pid_90144
pid_3110	pid_3121;pid_3125	pid_3321	None	pid_3316
pid_123763;pid_53593;pid_57769	pid_124023	None	None	pid_124022
pid_115789;pid_171444	pid_171456	None	None	pid_171621
pid_129824;pid_9104	pid_129948	None	None	pid_130054
None	pid_163453	pid_49416;pid_30749	None	pid_171627
pid_140324	pid_140532	pid_5371	None	pid_140531
None	pid_60097	pid_20847	None	pid_130050
pid_33766	pid_33769	pid_33666	None	pid_33765
pid_22260;pid_63253;pid_7754	pid_63336;pid_63345	None	None	pid_63335
None	pid_7513	pid_52424	None	pid_146569
pid_69011;pid_69062	pid_69063	None	None	pid_69061
None	pid_133596	pid_27072	None	pid_0133598
pid_49581	pid_4986	pid_71815	None	pid_71811
pid_30676	pid_89946	pid_89906	None	pid_89945
pid_48888;pid_48907	pid_48999	None	None	pid_48998
pid_84583;pid_84676	pid_84675	pid_42127	None	pid_84721
pid_21797	pid_159613	pid_159620	None	pid_159612
None	pid_79591	pid_90014	None	pid_090405
None	pid_26204	None	pid_98324	pid_98776
None	pid_98771	pid_98324	None	pid_98770
pid_16709;pid_59180;pid_9236	pid_75050;pid_75053	pid_75064;pid_75067	None	pid_75049
None	pid_88092	pid_73697	None	pid_88091
pid_71031	pid_30788	pid_70592	None	pid_71030
pid_22710	pid_71038	pid_70853	None	pid_71037
pid_31106;pid_59180	pid_74982	None	None	pid_75041
pid_3119;pid_31671	pid_3114;pid_31677	pid_134168	None	pid_134199
pid_14062	pid_21139	pid_42118	None	pid_42267
None	pid_15760	pid_28965	None	pid_029031
pid_107343;pid_60110	pid_107582	None	None	pid_107581
None	pid_31632	None	pid_100547	pid_169216
None	pid_75015	pid_75018	None	pid_075017
None	pid_42862	pid_168304	None	pid_168761
pid_20211;pid_48888;pid_49093	pid_49225	None	None	pid_49224
None	pid_10424	pid_4936	None	pid_071958
pid_27974;pid_3114	pid_28446;pid_3119	pid_119012	None	pid_119006
None	pid_28678	pid_36236	None	pid_036651
pid_165217	pid_165219	pid_165134	None	pid_165216
pid_128484	pid_128382	None	None	pid_128483
pid_112067	pid_112265	pid_18744	None	pid_112441
pid_12411	pid_3464	pid_114348	None	pid_114875
pid_12116;pid_128463	pid_128370	None	None	pid_128498
pid_114453	pid_114531	pid_113797	None	pid_114870
pid_30875;pid_96202	pid_96205	None	None	pid_96201
None	pid_9822	pid_132273	None	pid_0132312
pid_34231;pid_34234	pid_34237	pid_34168	None	pid_34230
pid_14453;pid_99493	pid_126772	None	None	pid_126771
pid_122076;pid_39703	pid_122417	None	None	pid_122674
None	pid_82179	None	pid_48142	pid_82178
None	pid_8014	pid_7393	None	pid_8013
None	pid_73333	pid_917;pid_72906	None	pid_73332
None	pid_9822	None	pid_118509	pid_0118508
None	pid_91206	pid_91048	None	pid_091208
pid_33919;pid_71293	pid_71498	None	None	pid_71497
pid_40369	pid_47609	pid_26240;pid_47514	None	pid_137081
pid_50971;pid_58411	pid_58319	None	None	pid_58466
None	pid_133648	pid_121434	None	pid_133647
pid_5627	pid_102604	pid_102376	None	pid_102603
pid_61764	pid_137000	pid_170284	None	pid_170280
pid_39336;pid_39865	pid_39603	None	None	pid_39864
pid_14967;pid_14968	pid_14777	None	None	pid_14966
pid_40881;pid_7404	pid_40880	None	None	pid_41019
pid_122993	pid_123153	None	None	pid_131868
None	pid_82392	None	pid_48142	pid_82391
pid_28354;pid_28691	pid_28690	None	None	pid_28723
None	pid_82398	None	pid_48142	pid_82397
None	pid_28251	pid_27880	None	pid_028253
pid_16596;pid_34619	pid_34792	None	None	pid_35124
None	pid_167671	pid_167674	None	pid_0167673
None	pid_106191	pid_105793	None	pid_0106193
None	pid_9713	pid_18248	None	pid_162077
None	pid_140796	pid_18498	None	pid_162074
pid_3464	pid_12411	pid_9586	None	pid_53758
None	pid_35272	None	pid_98016	pid_098206
None	pid_35272	None	pid_98019	pid_098205
pid_111933;pid_111936	pid_111948	None	None	pid_111932
pid_113712	pid_113720	pid_114404	None	pid_114722
None	pid_98320	pid_98324	None	pid_98319
pid_79363;pid_79366	pid_79367	None	None	pid_79362
pid_114729;pid_34172	pid_114197	None	None	pid_114728
None	pid_16880	pid_4986	None	pid_065826
pid_12880	pid_60433	pid_60437	None	pid_60432
pid_166674;pid_18180	pid_166799	None	None	pid_166798
None	pid_107661	pid_166717	None	pid_166824
None	pid_166665	pid_166661	None	pid_166794
None	pid_141769	pid_166717	None	pid_166820
pid_24776;pid_59180	pid_75257	None	None	pid_75256
pid_122845	pid_122856	pid_122975	None	pid_123103
None	pid_95601	pid_122912	None	pid_123108
pid_24487	pid_24490	pid_149306	None	pid_149486
pid_9522	pid_9525	pid_172731	None	pid_172727
pid_145412	pid_99348	None	None	pid_145791
pid_145780;pid_99493	pid_145610	None	None	pid_145797
None	pid_5603	pid_174373	None	pid_0174412
None	pid_39200	pid_141446	None	pid_141472
pid_7475;pid_84583;pid_98393	pid_98414;pid_98458	None	None	pid_98457
None	pid_16148	pid_64566	pid_73163	pid_141476
pid_7422;pid_7751;pid_7754;pid_7757	pid_7760	None	None	pid_7750
pid_16257	pid_136011	pid_135951	None	pid_136068
pid_52370	pid_52373	pid_42127;pid_172430	None	pid_172629
pid_122538	pid_135964	pid_136065	None	pid_136061
pid_149263	pid_149138	pid_14165	None	pid_149262
pid_141984;pid_142071	pid_142072	pid_93151	None	pid_142070
pid_9324	pid_9327	pid_9163	None	pid_9323
pid_114188;pid_34172	pid_113751	None	None	pid_114187
pid_37875;pid_45936	pid_37876	None	None	pid_45935
pid_9337;pid_9456	pid_9246	None	None	pid_9455
pid_154873	pid_154877	None	None	pid_154872
pid_106980;pid_106986	pid_106992	None	None	pid_106979
pid_50594	pid_50596	pid_50601;pid_50534	None	pid_50593
pid_57790;pid_9649	pid_57804	None	None	pid_57909
None	pid_89513	pid_89059	None	pid_89512
pid_135635;pid_135863	pid_135902	pid_29270	None	pid_135901
None	pid_14037	pid_154152	None	pid_0154151
None	pid_41441	pid_28087	None	pid_0154627
pid_3114;pid_36785	pid_13871;pid_3119;pid_36591	pid_36382	None	pid_36784
pid_12804;pid_12934;pid_12937	pid_12940;pid_12950	None	None	pid_12933
None	pid_91039	pid_91125	None	pid_091151
pid_18180;pid_49410	pid_49630	None	None	pid_49810
pid_18865	pid_49677	pid_9586	None	pid_49766
None	pid_13084	pid_59596	None	pid_059796
pid_49760	pid_40139	None	None	pid_49818
pid_60699;pid_60704	pid_60354	None	None	pid_60698
pid_70171;pid_70172	pid_70132	pid_28349	None	pid_70170
None	pid_22798	pid_39594	None	pid_039593
pid_40432;pid_9054	pid_160322	None	None	pid_160321
pid_94660	pid_94294	pid_94181	None	pid_94659
pid_93958	pid_94063	pid_94290	None	pid_94309
pid_93837;pid_94551	pid_94136	pid_28349	None	pid_94653
None	pid_70229	pid_70058	None	pid_070231
pid_81148	pid_81149	pid_33538;pid_80737	None	pid_81147
pid_22287;pid_22301;pid_22304;pid_22310;pid_22313;pid_22316;pid_22319	pid_22651	None	None	pid_22650
None	pid_26879	pid_39767	None	pid_0104603
None	pid_28943	None	pid_173006	pid_0173005
None	pid_104497	pid_104486	None	pid_0104607
pid_37751	pid_37787	pid_37792	None	pid_37786
pid_37747	pid_37748;pid_37751	None	None	pid_37782
None	pid_5603	pid_90957	None	pid_091154
pid_173033	pid_173034	pid_14558;pid_172974	None	pid_173032
pid_115794;pid_134494;pid_20566	pid_134333;pid_134502	None	pid_26834;pid_90221	pid_134501
pid_142056;pid_170701	pid_170723	None	None	pid_170700
pid_3114;pid_31677	pid_3119;pid_31671	pid_32160;pid_9379;pid_8546	None	pid_32154
pid_25011;pid_3114	pid_26656;pid_3119	pid_118900	None	pid_156648
pid_159421	pid_158679	pid_4936	None	pid_159420
pid_106512	pid_106442	pid_5098	None	pid_106511
None	pid_31034	pid_31036	None	pid_031035
pid_27974;pid_3114	pid_28446;pid_3119	pid_118987	None	pid_118981
pid_42671	pid_42677	None	None	pid_42670
pid_9098	pid_158778	pid_158518	None	pid_158777
pid_114285	pid_156595	pid_14271;pid_12411	None	pid_158770
pid_71961	pid_71822	None	None	pid_72022
pid_107171;pid_60252	pid_107175	None	None	pid_107170
pid_3464	pid_12411	pid_35070	None	pid_147556
None	pid_33013	pid_74504	None	pid_74502
None	pid_30733	pid_24893	None	pid_0109608
None	pid_103203	pid_103207	None	pid_0103206
None	pid_16135	pid_15955	None	pid_16134
pid_79505	pid_79507	pid_84583	None	pid_165918
pid_18249;pid_18668	pid_18671	None	None	pid_18667
None	pid_16425	pid_16268	None	pid_16424
pid_37907;pid_37916	pid_3125;pid_37717;pid_38035	pid_38046	None	pid_38034
pid_170196;pid_47825	pid_170218	None	None	pid_170275
None	pid_20401	pid_161666	None	pid_0161665
pid_9133	pid_12191	pid_63001;pid_62929	pid_63005	pid_62997
pid_106903;pid_107392	pid_107394	None	None	pid_107391
pid_39552	pid_12191	pid_14964	None	pid_39788
pid_130824	pid_130826	None	None	pid_130823
None	pid_162248	pid_18162	None	pid_162247
None	pid_32921	pid_74504;pid_11921	None	pid_162241
pid_39649;pid_39782	pid_39303	None	None	pid_39781
pid_126698	pid_126663	pid_14510;pid_126708;pid_729	None	pid_126697
None	pid_73607	pid_48161	None	pid_83165
pid_100448	pid_148459	pid_917;pid_62956	None	pid_148652
None	pid_16257	pid_148303	None	pid_148301
pid_12062	pid_9317	pid_37885	None	pid_37926
pid_12552	pid_41454	pid_11895;pid_12411	None	pid_159282
pid_158627	pid_159289	pid_4936	None	pid_159288
None	pid_18460	None	pid_18463	pid_018462
pid_38556;pid_38772	pid_38970	None	None	pid_38969
None	pid_140640	pid_140311	None	pid_140639
None	pid_79591	pid_144907	None	pid_0144917
pid_28364	pid_39566	pid_39517;pid_39303	None	pid_39565
pid_22862;pid_7754	pid_22604	None	None	pid_22861
pid_9316	pid_9317	pid_442	None	pid_126522
pid_77290	pid_126527	pid_126532	None	pid_126526
pid_45863;pid_46039	pid_46038	None	None	pid_46055
None	pid_30706	pid_72906	None	pid_73881
pid_16520	pid_50575	pid_73311	None	pid_73887
pid_113987	pid_113998	pid_113920;pid_113914;pid_114007	None	pid_113986
pid_9316	pid_9317	pid_11799	None	pid_140024
pid_12552	pid_4986	pid_11907;pid_12411	None	pid_140029
pid_122890;pid_122992	pid_122993	None	None	pid_122991
None	pid_38868	pid_38668	None	pid_038871
pid_21176;pid_58896	pid_58905	None	None	pid_58895
pid_40364	pid_158485	pid_12013	None	pid_158484
pid_45502	pid_45451	pid_45544	None	pid_45540
pid_103493	pid_103358	pid_103504	None	pid_103492
None	pid_28943	None	pid_29103	pid_029317
None	pid_28943	None	pid_29083	pid_029316
